property_id,lat,lng,addr_street,suburb,lga,closest_train_station_id,distance_to_closest_train_station,travel_min_to_MC,direct_journey_flag
86210,-37.927447,145.002296,16 Roslyn Street,BRIGHTON,HUME ,19950,1.16,no direct trip is available,0
22621,-37.74165726,144.959198,33 Nelson Street,COBURG,MOONEE VALLEY ,19965,0.37,23,1
25777,-37.59389877,144.9380035,1A Amstel Street,CRAIGIEBURN,YARRA RANGES ,40221,1.0,41,1
60787,-37.845685,145.186706,5 Bellara Street,VERMONT,CENTRAL GOLDFIELDS ,19899,2.98,28,1
17658,-37.711646,144.917259,728 Pascoe Vale Road,GLENROY,WYNDHAM ,20032,0.79,28,1
13539,-37.70714,144.768866,83 Roseleigh Boulevard,SYDENHAM,HEPBURN ,20000,0.82,34,1
7100,-37.786145,144.819042,9 McIntosh Street,SUNSHINE,KNOX ,20004,1.07,23,1
27761,-37.57410049,144.9372864,8 Earl Grove,CRAIGIEBURN,YARRA RANGES ,40221,3.13,41,1
91871,-37.975397,145.029302,9 Mary Street,BEAUMARIS,TOWONG ,19866,2.42,40,1
4256,-37.842848,144.869748,20 Maddox Road,NEWPORT,MANSFIELD ,19994,1.22,no direct trip is available,0
14916,-37.7552182,144.912035,Call McPhail St,ESSENDON,NILLUMBIK ,20037,0.38,16,1
84938,-37.87579,144.990784,4 Mason Avenue,ELWOOD,MORELAND ,19955,0.39,no direct trip is available,0
76142,-37.904917,145.109252,38 Vernon Street,HUNTINGDALE,GREATER DANDENONG ,19916,0.91,28,1
88675,-37.95138931,145.0248718,24 Clements Street,HIGHETT,GREATER DANDENONG ,19872,1.53,37,1
54674,-37.827748,145.024132,68/8 Wallen Road,HAWTHORN,YARRA ,19905,0.67,10,1
5347,-37.85604858,144.8179016,8 Deavey Court,ALTONA,BRIMBANK ,19925,1.09,no direct trip is available,0
34944,-37.712235,145.024243,42 Clements Grove,RESERVOIR,EAST GIPPSLAND ,20009,1.38,41,1
34220,-37.711694,145.013804,2/49 Orrong Avenue,RESERVOIR,EAST GIPPSLAND ,20009,0.57,41,1
69910,-37.861485,145.094853,3/7 Edmonds Av,ASHWOOD,DAREBIN ,19848,1.19,27,1
81759,-37.992693,145.236774,13 Photinia Street,DOVETON,HINDMARSH ,19888,2.39,46,1
36015,-37.678979,145.034975,44 Talbot Avenue,THOMASTOWN,CAMPASPE ,20007,1.83,46,1
50075,-37.761896,145.090058,24 Warringal Street,BULLEEN,MARIBYRNONG ,19935,2.64,34,1
73902,-37.856813,145.2943,62 Elsie Street,BORONIA,TOWONG ,19869,0.96,44,1
37325,-37.655935,145.036255,34 Narina Way,EPPING,FRANKSTON ,20005,0.67,51,1
66513,-37.792813,145.322365,55a Dryden Concourse,MOOROOLBARK,WEST WIMMERA ,19877,1.25,46,1
26852,-37.57399,144.938359,4 Strathallan Grove,CRAIGIEBURN,YARRA RANGES ,40221,3.13,41,1
76490,-37.919722,145.14092,1/36 Murdo Road,CLAYTON,HINDMARSH ,19915,1.87,31,1
89820,-37.962083,145.050082,10 Heather Grove,CHELTENHAM,YARRA RANGES ,19866,0.64,40,1
35029,-37.69248962,144.9797669,48 Anstey Avenue,RESERVOIR,EAST GIPPSLAND ,19961,2.05,30,1
82513,-37.90372086,145.2793427,102 Victoria Knox Drive,ROWVILLE,BALLARAT ,19867,2.76,49,1
962,-37.80509949,144.8851318,39 Williamstown Road,SEDDON,EAST GIPPSLAND ,20023,0.37,15,1
36897,-37.649185,145.036687,15 Touhey Avenue,EPPING,FRANKSTON ,20005,0.68,51,1
67950,-37.848507,145.026082,20 Denham Place,TOORAK,MANNINGHAM ,19945,1.07,16,1
53540,-37.813523,145.00542,6 Kennedy Street,RICHMOND,EAST GIPPSLAND ,19977,1.19,15,1
86261,-37.893132,144.988106,19 Cole Street,BRIGHTON,HUME ,19954,1.46,no direct trip is available,0
4679,-37.848267,144.869709,8 Revo Street,NEWPORT,MANSFIELD ,19994,1.37,no direct trip is available,0
56644,-37.857503,145.096899,39 Harrison Avenue,BURWOOD,MARIBYRNONG ,19848,1.45,27,1
68586,-37.855751,145.011657,552 Orrong Road,ARMADALE,BRIMBANK ,19946,0.59,14,1
67849,-37.84792709,145.0092621,11A CANTERBURY ROAD,TOORAK,MANNINGHAM ,19946,0.52,14,1
16184,-37.704148,144.940939,1/1 Lockley Street,HADFIELD,WYNDHAM ,19961,1.63,30,1
29422,-37.77954,144.999917,14 South Crescent,NORTHCOTE,MURRINDINDI ,19928,0.13,22,1
48838,-37.801024,145.049381,96 Adeney Avenue,KEW,SOUTH GIPPSLAND ,19903,2.4,14,1
5369,-37.863082,144.834712,9 Fisher Court,ALTONA,BRIMBANK ,19926,0.63,no direct trip is available,0
67239,-37.752536,145.369724,22 Olinda Park Rise,LILYDALE,FRANKSTON ,19876,1.97,51,1
87959,-37.943701,145.008058,8 Kyarra Street,HAMPTON,WYNDHAM ,19948,0.8,no direct trip is available,0
92274,-37.987094,145.063139,4 Kilara Road,MENTONE,WEST WIMMERA ,19865,0.61,43,1
18867,-37.688874,144.93089,42 Holberry Street,BROADMEADOWS,WODONGA ,20030,1.19,32,1
58944,-37.811131,145.183939,4 Blackwood Court,NUNAWADING,STONNINGTON ,19900,1.04,31,1
9168,-37.864131,144.767528,70 Maher Road,LAVERTON,MURRINDINDI ,19923,0.45,no direct trip is available,0
18715,-37.688296,144.927303,33 Nepean Street,BROADMEADOWS,WODONGA ,20030,0.89,32,1
41094,-37.683225,145.050299,7 Star Grove,BUNDOORA,WODONGA ,20007,3.19,46,1
70814,-37.884592,145.10608,5 Iskandar Court,CHADSTONE,MELTON ,19840,1.33,no direct trip is available,0
9337,-37.859222,144.720883,17 Barchester Av,TRUGANINA,CENTRAL GOLDFIELDS ,46468,2.62,no direct trip is available,0
69128,-37.84799,145.035144,4 Beamsley Street,MALVERN,BAW BAW ,19911,0.6,no direct trip is available,1
72226,-37.852638,145.251517,24 Patterson Street,BAYSWATER,INDIGO ,19870,1.9,41,1
18702,-37.69068527,144.9123383,32 Sunset Blvd,JACANA,ALPINE ,20031,0.58,30,1
973,-37.790966,144.883827,4 Govan Street,FOOTSCRAY,WHITTLESEA ,20023,1.21,15,1
16743,-37.70724487,144.953186,2 St James Street,HADFIELD,WYNDHAM ,19961,0.89,30,1
18960,-37.674503,144.944624,5 Michigan Avenue,BROADMEADOWS,WODONGA ,19960,0.96,34,1
21693,-37.736071,144.954338,1 Kerferd Street,COBURG,MOONEE VALLEY ,19964,0.8,25,1
15679,-37.736309,144.879455,30 Grosvenor Street,NIDDRIE,MANSFIELD ,20036,3.85,19,1
52130,-37.816606,145.009453,11 Crown Street,RICHMOND,EAST GIPPSLAND ,19906,1.23,8,1
81868,-37.986734,145.233199,180A Kidds Road,DOVETON,HINDMARSH ,19888,2.09,46,1
80250,-37.991349,145.162249,40 Beauvorno Avenue,KEYSBOROUGH,KINGSTON ,19889,2.96,42,1
40012,-37.715074,145.034788,20 Eagle Avenue,KINGSBURY,ALPINE ,20009,2.36,41,1
59776,-37.828638,145.195219,2a Vernal Avenue,MITCHAM,PORT PHILLIP ,19900,1.22,31,1
10613,-37.793278,144.919008,49 Cakebread Mews,KENSINGTON,SOUTH GIPPSLAND ,20026,0.9,no direct trip is available,0
28549,-37.803726,144.98876,19 Campbell Street,COLLINGWOOD,MOONEE VALLEY ,19976,0.45,17,1
81063,-37.97386932,145.2197418,25 Oswald Street,DANDENONG,CARDINIA ,19888,2.0,46,1
74564,-37.897519,145.06717,12a Kangaroo Road,MURRUMBEENA,MOIRA ,19919,0.82,22,1
21839,-37.748877,144.976659,113 Nicholson Street,COBURG,MOONEE VALLEY ,19965,1.38,23,1
46584,-37.701864,145.166969,1347 Main Road,ELTHAM,FRANKSTON ,19987,2.13,52,1
74651,-37.895159,145.047746,16 Lyons Street,CARNEGIE,MELBOURNE ,19942,0.78,24,1
96121,-37.897922,145.037636,69 Malane Street,ORMOND,MOIRA ,19941,0.61,27,1
12212,-37.700832,144.744609,12 David Circuit,HILLSIDE,GREATER DANDENONG ,20000,2.6,34,1
58413,-37.816278,145.170002,1 Jubilee Street,NUNAWADING,STONNINGTON ,19899,0.65,28,1
31734,-37.745379,145.015738,11 Ruby Street,PRESTON,BOROONDARA ,20013,1.37,33,1
47098,-37.693656,145.154112,37 Balmoral Circuit,ELTHAM,FRANKSTON ,19987,2.28,52,1
48898,-37.811,145.075821,10 Austin Street,BALWYN,HOBSONS BAY ,19893,1.57,20,1
34213,-37.70324326,145.0213013,2/30 Dundee Street,RESERVOIR,EAST GIPPSLAND ,20009,1.16,41,1
79531,-37.984809,145.158989,102 Darren Road,KEYSBOROUGH,KINGSTON ,19890,2.51,41,1
3052,-37.813454,144.865618,2/31 Kidman Street,YARRAVILLE,MITCHELL ,20022,1.6,17,1
69224,-37.870963,145.036289,5A Ewart Street,MALVERN,BAW BAW ,19944,0.81,18,1
66908,-37.747861,145.364303,11 Ajax Court,LILYDALE,FRANKSTON ,19876,1.69,51,1
17931,-37.681504,144.925733,1 KORONG COURT,BROADMEADOWS,WODONGA ,20030,0.57,32,1
84080,-37.8533673,145.0007889,48 Newry Street,WINDSOR,MAROONDAH ,19957,0.83,no direct trip is available,0
61717,-37.810291,145.237304,3 Georges Road,RINGWOOD,MACEDON RANGES ,19902,0.96,34,1
60241,-37.826817,145.203471,71 Orient Avenue,MITCHAM,PORT PHILLIP ,19901,1.2,32,1
10913,-37.785974,144.934158,82 Princes Street,FLEMINGTON,WHITTLESEA ,20040,0.48,10,1
46195,-37.728572,145.13078,64 Sackville Street,MONTMORENCY,PORT PHILLIP ,19986,1.69,48,1
68032,-37.845428,145.004684,3 Ashe Grove,TOORAK,MANNINGHAM ,19947,0.24,12,1
5533,-37.780807,144.847282,150 Duke Street,BRAYBROOK,HUME ,20021,1.53,20,1
26460,-37.595927,144.937953,30 Hanson Road,CRAIGIEBURN,YARRA RANGES ,40221,0.81,41,1
3096,-37.814312,144.885837,21 Powell Street,YARRAVILLE,MITCHELL ,19996,0.4,no direct trip is available,0
54234,-37.828542,145.029803,2/46 Riversdale Road,HAWTHORN,YARRA ,19909,0.93,no direct trip is available,1
24077,-37.712855,144.965621,17 Wymlet Street,FAWKNER,MONASH ,19962,0.49,28,1
15162,-37.729304,144.918601,26 Melissa Street,STRATHMORE,KNOX ,20034,0.86,23,1
67446,-37.744399,145.339304,4 Zulu Close,LILYDALE,FRANKSTON ,19876,1.44,51,1
5951,-37.783734,144.839923,1 McCracken Street,SUNSHINE,KNOX ,20021,0.82,20,1
48204,-37.811228,145.046713,28 Davis Street,KEW,SOUTH GIPPSLAND ,19903,1.25,14,1
55233,-37.833294,145.06883,2 Westbourne Grove,CAMBERWELL,MELBOURNE ,19852,0.21,19,1
24214,-37.702505,144.964427,24 McDougall Street,FAWKNER,MONASH ,19961,0.53,30,1
49867,-37.770478,145.097991,12 Kathleen Grove,BULLEEN,MARIBYRNONG ,19935,3.61,34,1
81503,-37.980298,145.215771,76 Cleeland Street,DANDENONG,CARDINIA ,19888,1.2,46,1
96698,-38.018343,145.282421,28 Bella Crescent,HALLAM,GLEN EIRA ,19885,1.11,50,1
92517,-38.02235413,145.1067047,1 Tarongo Drive,ASPENDALE,YARRIAMBIACK ,19862,0.67,51,1
22976,-37.746126,144.955994,57 Berry Street,COBURG,MOONEE VALLEY ,19965,0.77,23,1
44922,-37.688873,145.126802,33 Allumba Drive,ST HELENA,SOUTHERN GRAMPIANS ,19985,2.34,46,1
47025,-37.701757,145.16463,3/1333 Main Road,ELTHAM,FRANKSTON ,19987,1.98,52,1
92325,-37.982128,145.079592,5 Glenelg Drive,MENTONE,WEST WIMMERA ,19864,1.25,45,1
23549,-37.645897,144.902833,3 Arbroath Court,GREENVALE,HORSHAM ,44817,2.65,35,1
23846,-37.711485,144.972963,1 James Street,FAWKNER,MONASH ,19962,1.15,28,1
64767,-37.778481,145.300388,63 Bambra Street,CROYDON,CARDINIA ,19877,1.27,46,1
39677,-37.68787384,145.0687561,14 Newman Close,BUNDOORA,WODONGA ,19984,2.89,42,1
31715,-37.7323494,144.9986877,11 Bayliss Street,PRESTON,BOROONDARA ,20011,0.57,37,1
59278,-37.808753,145.202648,10 Alpha Court,MITCHAM,PORT PHILLIP ,19900,1.39,31,1
84001,-37.850759,145.004912,40 Spring Street,PRAHRAN,BOROONDARA ,19947,0.73,12,1
20796,-37.76119,144.95825,21 Macfarland Street,BRUNSWICK,MARIBYRNONG ,19967,0.21,18,1
69253,-37.846364,145.036534,65a Elizabeth Street,MALVERN,BAW BAW ,19911,0.57,no direct trip is available,1
170,-37.8080864,144.8999634,101 Hyde Street,FOOTSCRAY,WHITTLESEA ,19997,0.39,no direct trip is available,0
60529,-37.840353,145.196955,18 Philip Street,VERMONT,CENTRAL GOLDFIELDS ,19900,2.53,31,1
66750,-37.770386,145.323681,9 Arkarra Court,MOOROOLBARK,WEST WIMMERA ,19877,1.88,46,1
50592,-37.755201,145.131196,56 Anderson Street,TEMPLESTOWE,MOUNT ALEXANDER ,19986,4.52,48,1
40941,-37.696042,145.055833,6 Julie Street,BUNDOORA,WODONGA ,19984,2.97,42,1
3946,-37.819589,144.883989,9 Pearce Street,YARRAVILLE,MITCHELL ,19996,0.67,no direct trip is available,0
81072,-37.98043823,145.2186279,26 Olive Street,DANDENONG,CARDINIA ,19888,1.32,46,1
35738,-37.697334,145.009796,9 Hughes Parade,RESERVOIR,EAST GIPPSLAND ,20008,0.33,44,1
67967,-37.840438,145.02977,21 Toorak Avenue,TOORAK,MANNINGHAM ,19910,0.34,no direct trip is available,1
4283,-37.838296,144.866138,24 Charlotte Street,NEWPORT,MANSFIELD ,19994,1.61,no direct trip is available,0
51015,-37.795982,145.120812,2/8-10 Malcolm Crescent,DONCASTER,MORELAND ,20042,2.59,22,1
57726,-37.82017899,145.144989,18 South Parade,BLACKBURN,GREATER GEELONG ,19897,0.38,27,1
22257,-37.745414,144.97989,20 Edna Grove,COBURG,MOONEE VALLEY ,19965,1.5,23,1
41908,-37.738071,145.072726,239 Lower Plenty Road,ROSANNA,EAST GIPPSLAND ,19936,0.79,36,1
68921,-37.851033,145.03472,20 Mountview Road,MALVERN,BAW BAW ,19911,0.64,no direct trip is available,1
72228,-37.857139,145.264851,24 Wilhelma Avenue,BAYSWATER,INDIGO ,19870,1.74,41,1
43994,-37.692312,145.114793,1/107  Greenhill Road,GREENSBOROUGH,GLEN EIRA ,19985,1.42,46,1
30528,-37.77643585,145.0108643,96 Victoria Road,NORTHCOTE,MURRINDINDI ,19929,0.38,24,1
84060,-37.85084,144.998337,46 York Street,PRAHRAN,BOROONDARA ,19958,0.76,no direct trip is available,0
59921,-37.8230139,145.2126604,39 Culwell Avenue,MITCHAM,PORT PHILLIP ,19901,0.46,32,1
54792,-37.83705902,145.0393219,97 Illawarra Road,HAWTHORN,YARRA ,19910,0.6,no direct trip is available,1
18814,-37.675425,144.916242,4 KAY COURT,BROADMEADOWS,WODONGA ,20030,0.9,32,1
63646,-37.79065704,145.3072052,163 Hull Road,CROYDON,CARDINIA ,19877,0.8,46,1
12944,-37.6902881,144.7617917,30 Carrington Street,SYDENHAM,HEPBURN ,20000,1.63,34,1
20462,-37.764037,144.953087,13 Holloway Road,BRUNSWICK,MARIBYRNONG ,19968,0.7,16,1
50658,-37.790728,145.123517,1 Citrus Court,DONCASTER,MORELAND ,20042,3.18,22,1
28505,-37.803736,144.989685,142 Rupert Street,COLLINGWOOD,MOONEE VALLEY ,19976,0.37,17,1
40234,-37.704653,145.059877,28 Lee Anne Crescent,BUNDOORA,WODONGA ,19984,2.22,42,1
7174,-37.744089,144.761979,100 Opie Road,ALBANVALE,HEPBURN ,20001,3.25,31,1
25391,-37.57502747,144.9381104,14 Earlston Place,CRAIGIEBURN,YARRA RANGES ,40221,3.02,41,1
24146,-37.69853592,144.9602814,2/26 Disney Street,FAWKNER,MONASH ,19961,0.27,30,1
10974,-37.785487,144.934019,95 Princes Street,FLEMINGTON,WHITTLESEA ,20040,0.49,10,1
8418,-37.764242,144.79248,31 Kingsbridge Circuit,CAIRNLEA,YARRA RANGES ,20003,1.68,26,1
45384,-37.686073,145.105053,66 Corowa Crescent,GREENSBOROUGH,GLEN EIRA ,19985,2.01,46,1
21375,-37.765811,144.956175,57 Talbot Street,BRUNSWICK,MARIBYRNONG ,19968,0.37,16,1
58415,-37.80939865,145.1835938,1 Lemon Grove,NUNAWADING,STONNINGTON ,19900,1.21,31,1
37975,-37.78556,145.024042,13 Rex Avenue,ALPHINGTON,BANYULE ,19930,0.95,26,1
3805,-37.81290436,144.8771515,7 Maryston Street,YARRAVILLE,MITCHELL ,19996,1.17,no direct trip is available,0
4540,-37.843149,144.87571,54 Agg Street,NEWPORT,MANSFIELD ,19994,0.7,no direct trip is available,0
83631,-37.850914,144.9904633,1C Percy Street,PRAHRAN,BOROONDARA ,19958,0.16,no direct trip is available,0
3480,-37.811127,144.896471,4 Little Berry Street,YARRAVILLE,MITCHELL ,19997,0.25,no direct trip is available,0
30738,-37.755627,144.990189,142 Harold Street,THORNBURY,LATROBE ,20014,0.74,31,1
59591,-37.819114,145.198771,2/21 Mcghee Avenue,MITCHAM,PORT PHILLIP ,19900,0.61,31,1
49551,-37.810923,145.077748,5  Kalimna Street,BALWYN,HOBSONS BAY ,19893,1.54,20,1
27668,-37.5716282,144.917175,71 Bridgehaven Drive,CRAIGIEBURN,YARRA RANGES ,40221,4.08,41,1
80119,-37.984007,145.180834,31 Isaac Road,KEYSBOROUGH,KINGSTON ,19889,1.14,42,1
8154,-37.753811400000004,144.7927612,16 Playhouse Avenue,CAIRNLEA,YARRA RANGES ,20002,1.19,28,1
90779,-37.954173,145.06029,5 Selwood Retreat,CHELTENHAM,YARRA RANGES ,19866,1.48,40,1
67391,-37.7548,145.336624,36 Wilsons Lane,LILYDALE,FRANKSTON ,19876,0.98,51,1
24266,-37.70383,144.974093,29 Elsa Street,FAWKNER,MONASH ,19961,1.39,30,1
30508,-37.77815247,144.9967499,93 Bridge Street,NORTHCOTE,MURRINDINDI ,20017,0.33,26,1
42425,-37.7290535,145.0979004,594 Lower Plenty Road,VIEWBANK,MANNINGHAM ,19984,2.37,42,1
57787,-37.814658,145.147877,2/14 Tyrrell Avenue,BLACKBURN,GREATER GEELONG ,19898,0.63,26,1
17180,-37.710951,144.921816,4 Electric Avenue,GLENROY,WYNDHAM ,20033,0.78,26,1
13191,-37.70133972,144.7477112,49 Brindalee Way,HILLSIDE,GREATER DANDENONG ,20000,2.33,34,1
8746,-37.887999,144.757589,1 George Benjamin Court,SEABROOK,MACEDON RANGES ,46468,2.21,no direct trip is available,0
93633,-37.9977684,145.0888825,7 Kershaw Street,PARKDALE,STONNINGTON ,19863,0.99,48,1
7564,-37.747157,144.760624,58 Opie Road,ALBANVALE,HEPBURN ,20002,3.48,28,1
79556,-37.986137,145.157695,11 Liverpool Drive,KEYSBOROUGH,KINGSTON ,19890,2.7,41,1
92374,-37.97968292,145.0845032,6 Tylden Court,MENTONE,WEST WIMMERA ,19864,1.65,45,1
72944,-37.841724,145.289884,14 Buna Court,BORONIA,TOWONG ,19870,1.91,41,1
67143,-37.742191,145.349735,19 Delta Close,LILYDALE,FRANKSTON ,19876,1.49,51,1
33064,-37.739361,144.996043,64 Cramer Street,PRESTON,BOROONDARA ,20012,0.4,35,1
53099,-37.811542,145.002176,35 Baker Street,RICHMOND,EAST GIPPSLAND ,19977,0.86,15,1
44416,-37.71343613,145.102829,172 Nepean Street,GREENSBOROUGH,GLEN EIRA ,19985,1.16,46,1
1123,-37.79613495,144.9054108,5 Stirling Street,FOOTSCRAY,WHITTLESEA ,20025,0.58,10,1
16997,-37.706157,144.933198,3 Justin Avenue,GLENROY,WYNDHAM ,20032,1.42,28,1
68657,-37.854479,145.014634,793 High Street,ARMADALE,BRIMBANK ,19946,0.42,14,1
85966,-37.897294,145.000963,104 Martin Street,BRIGHTON,HUME ,19953,0.29,no direct trip is available,0
22418,-37.73018,144.98057,26 Ronald Street,COBURG NORTH,MOONEE VALLEY ,19964,1.6,25,1
24893,-37.60448837,144.9381409,1 Kirkbride Way,CRAIGIEBURN,YARRA RANGES ,40221,0.55,41,1
23781,-37.611024,144.909148,7 Terrick Court (Greenvale Lakes),GREENVALE,HORSHAM ,40221,3.18,41,1
53004,-37.832054,144.999779,308 Mary Street,RICHMOND,EAST GIPPSLAND ,19907,0.67,no direct trip is available,1
72019,-37.848506,145.247827,12 Phyllis Street,BAYSWATER,INDIGO ,19870,1.94,41,1
68332,-37.86011505,145.0271606,19 Barkly Avenue,ARMADALE,BRIMBANK ,19944,0.71,18,1
6299,-37.77613831,144.8179779,18 Maylands Street,ALBION,MOIRA ,20004,0.62,23,1
78909,-37.960144,145.147936,29 Moncur Avenue,SPRINGVALE,GREATER BENDIGO ,19913,1.28,36,1
80630,-37.983782,145.2275,1 Sarona Street,DANDENONG,CARDINIA ,19888,1.7,46,1
5366,-37.8620224,144.8235321,9 Campbell Court,ALTONA,BRIMBANK ,19926,0.78,no direct trip is available,0
72929,-37.861267,145.261382,13 Zeehan Road,BORONIA,TOWONG ,19869,2.02,44,1
47105,-37.700809,145.165771,37 Piper Crescent,ELTHAM,FRANKSTON ,19987,2.12,52,1
91923,-37.97946,145.07455,1/26 Albenca Street,MENTONE,WEST WIMMERA ,19865,0.87,43,1
8074,-37.754951,144.786713,13 Meadowview Way,CAIRNLEA,YARRA RANGES ,20002,1.62,28,1
74086,-37.836223,145.288307,9 Wedmore Road,BORONIA,TOWONG ,19870,1.88,41,1
54401,-37.816589,145.025138,30 Smart Street,HAWTHORN,YARRA ,19905,0.62,10,1
53748,-37.825909,145.008603,77 Cutter Street,RICHMOND,EAST GIPPSLAND ,19906,0.21,8,1
47523,-37.722705,145.158556,78 View Hill Crescent,ELTHAM,FRANKSTON ,19987,1.39,52,1
67823,-37.846387,145.029207,10 Benson Avenue,TOORAK,MANNINGHAM ,19910,0.81,no direct trip is available,1
90803,-37.97065,145.072118,51 Follett Road,CHELTENHAM,YARRA RANGES ,19865,1.39,43,1
80225,-37.983303,145.184881,4 June Court,KEYSBOROUGH,KINGSTON ,19889,0.81,42,1
89724,-37.952419,145.06615,1 Ashleigh Court,CHELTENHAM,YARRA RANGES ,19866,1.88,40,1
37498,-37.659863,145.03278,5 Gillespie Place,EPPING,FRANKSTON ,20005,0.86,51,1
70831,-37.8745689,145.0986289,53 Woonah Street,CHADSTONE,MELTON ,19839,0.7,no direct trip is available,0
20497,-37.764093,144.953139,13A Holloway Road,BRUNSWICK,MARIBYRNONG ,19968,0.7,16,1
89958,-37.968386,145.075799,13 Allnutt Court,CHELTENHAM,YARRA RANGES ,19865,1.77,43,1
34572,-37.70875168,144.9905701,3 Bogong Court,RESERVOIR,EAST GIPPSLAND ,20009,1.67,41,1
63475,-37.78199387,145.293457,129 Dorset Road,CROYDON,CARDINIA ,19877,1.69,46,1
4197,-37.828045,144.874863,18 Stephenson Street,SPOTSWOOD,GREATER SHEPPARTON ,19995,1.02,no direct trip is available,0
9479,-37.8628227,144.7226921,30 Savanna Pde,TRUGANINA,CENTRAL GOLDFIELDS ,46468,2.31,no direct trip is available,0
1026,-37.796756,144.887681,42 Sydney Street,FOOTSCRAY,WHITTLESEA ,20023,0.6,15,1
11738,-37.71508789,144.8236542,2 Banks Place,KEILOR,ARARAT ,20001,3.07,31,1
25135,-37.589128,144.925143,11 Penarth Court,CRAIGIEBURN,YARRA RANGES ,40221,2.14,41,1
82568,-37.902167,145.278963,13 Platypus Court,ROWVILLE,BALLARAT ,19868,2.69,46,1
66319,-37.78442,145.306583,39 Felix Grove,MOOROOLBARK,WEST WIMMERA ,19877,0.51,46,1
23374,-37.640141,144.908415,111 Kirkham Drive,GREENVALE,HORSHAM ,40220,2.39,37,1
85025,-37.875617,144.984525,56 Milton Street,ELWOOD,MORELAND ,19955,0.94,no direct trip is available,0
29299,-37.775846,144.993218,117 Clarke Street,NORTHCOTE,MURRINDINDI ,20017,0.22,26,1
54632,-37.81892776,145.042923,5A Lyndhurst Crescent,HAWTHORN,YARRA ,19903,0.46,14,1
20781,-37.769626,144.967328,206 Albert Street,BRUNSWICK,MARIBYRNONG ,19968,0.71,16,1
37285,-37.639191,145.051227,300 Findon Road,EPPING,FRANKSTON ,45795,1.78,54,1
87371,-37.935172,145.018445,142 Ludstone Street,HAMPTON,WYNDHAM ,19949,1.52,no direct trip is available,0
70524,-37.887715,145.093297,14 Dundee Avenue,CHADSTONE,MELTON ,19917,1.48,26,1
8665,-37.74791336,144.7439423,8 Klim Place,BURNSIDE,MOYNE ,20001,4.85,31,1
16225,-37.696081,144.933011,1/39 Bindi Street,GLENROY,WYNDHAM ,20031,1.52,30,1
59210,-37.827444,145.203364,1/1 Scott Street,MITCHAM,PORT PHILLIP ,19901,1.26,32,1
60795,-37.835567,145.202386,5 Ellad Close,VERMONT,CENTRAL GOLDFIELDS ,19901,2.07,32,1
3342,-37.818913,144.891435,31 Blackwood Street,YARRAVILLE,MITCHELL ,19996,0.37,no direct trip is available,0
63161,-37.828019,145.245389,99 Campbell Street,HEATHMONT,HORSHAM ,19871,0.08,37,1
44078,-37.700073,145.108614,10 St Helena Road,GREENSBOROUGH,GLEN EIRA ,19985,0.43,46,1
10337,-37.784844,144.926099,28 Kiama Road,FLEMINGTON,WHITTLESEA ,20040,0.37,10,1
95816,-37.906164,145.037674,45 Glen Orme Avenue,ORMOND,MOIRA ,19941,0.37,27,1
56129,-37.842781,145.104487,101 Parer St,BURWOOD,MARIBYRNONG ,19895,2.13,21,1
65694,-37.77393341,145.3029785,116 Esther Crescent,MOOROOLBARK,WEST WIMMERA ,19877,1.46,46,1
82945,-37.888797,145.216823,134 George Street,SCORESBY,YARRIAMBIACK ,19873,4.92,no direct trip is available,0
52565,-37.8123638,145.0064626,19 Bennett St,RICHMOND,EAST GIPPSLAND ,19977,1.25,15,1
85300,-37.881272,145.005685,17 Allison Road,ELSTERNWICK,MORELAND ,19954,0.57,no direct trip is available,0
46223,-37.710838,145.120026,7 Graeme Avenue,MONTMORENCY,PORT PHILLIP ,19986,0.51,48,1
89383,-37.9611168,145.0141152,25 Edward Street,SANDRINGHAM,PYRENEES ,19948,1.46,no direct trip is available,0
74762,-37.890341,145.072952,2 Short Street,MURRUMBEENA,MOIRA ,19919,0.49,22,1
46994,-37.705622,145.165434,3 Harman Avenue,ELTHAM,FRANKSTON ,19987,1.78,52,1
96111,-37.908548,145.048188,68 Hall Street,ORMOND,MOIRA ,19940,0.89,28,1
86777,-37.910519,144.995065,45 St Andrews Street,BRIGHTON,HUME ,19951,0.53,no direct trip is available,0
8575,-37.761168,144.781021,6 Autumn Grove,CAIRNLEA,YARRA RANGES ,20002,2.47,28,1
36526,-37.668655,145.027117,6 Raimeno Street,LALOR,KINGSTON ,20006,0.93,48,1
74698,-37.886168,145.052563,18 Mile End Road,CARNEGIE,MELBOURNE ,19920,0.53,20,1
88345,-37.94858,145.023635,1/13 Regworth Court,HIGHETT,GREATER DANDENONG ,19872,1.6,37,1
30950,-37.754967,144.985103,212 Harold Street,THORNBURY,LATROBE ,20014,1.19,31,1
44166,-37.712822,145.096961,116a Nepean Street,GREENSBOROUGH,GLEN EIRA ,19984,1.18,42,1
7226,-37.736257,144.830977,141 Rowan Drive,KEALBA,BASS COAST ,20002,2.89,28,1
59999,-37.82456207,145.1916351,44 Lucknow Street,MITCHAM,PORT PHILLIP ,19900,0.73,31,1
77435,-37.930449,145.166106,117 Wanda Street,MULGRAVE,MACEDON RANGES ,19913,2.39,36,1
41795,-37.74500275,145.0899658,2 Somerset Drive,VIEWBANK,MANNINGHAM ,19936,2.11,36,1
